"","RDA1","RDA2"
"FunBtotES",1.77937225235941,0.0637358484792772
"FunBrepES",-0.585805968767355,0.610328488456061
"FunBricES",1.37410036147883,-0.519107458017648
"PhyBtotES",1.84664151068713,-1.30001906361654
"PhyBrepES",1.29214313023204,-1.42900446659847
"PhyBricES",0.685543129594776,0.289209518521444
"TaxBtot",-1.67549634652311,-1.32360618965415
"TaxBrep",1.48357619414481,0.38805150531125
"TaxBric",-1.95633558237316,-1.13115081080938
